	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
454	117.077294,39.078145	高新区华苑科技园海泰大道10号(高新消防支队旁)	西青区	天津市	B0FFHSKVCN	[]	天津高新消防文化主题公园	天津市	[]	风景名胜;公园广场;公园	110101	117.077294	39.078145	主题公园
455	114.337583,30.500319	南湖幸福湾水上公园园内	洪山区	武汉市	B0FFGB3D0Q	[]	共产党人主题公园	湖北省	[]	风景名胜;公园广场;公园	110101	114.337583	30.500319	主题公园
456	121.255862,31.069636	辰花路388号的青青旅游世界内	松江区	上海市	B0FFG517AX	[]	松江萤火虫主题公园	上海市	[]	风景名胜;风景名胜;风景名胜	110200	121.255862	31.069636	主题公园
457	120.556659,32.394127	滨溪路北50米	如皋市	南通市	B0FFG0PSYT	[]	健康主题公园(滨溪路)	江苏省	[]	风景名胜;公园广场;公园	110101	120.556659	32.394127	主题公园
458	111.694500,29.067250	新邦一品6号楼2楼,火车站对面	武陵区	常德市	B0FFI955WI	[]	卡乐儿童主题公园	湖南省	0736-7713713	风景名胜;风景名胜相关;旅游景点	110000	111.694500	29.067250	主题公园
459	121.496119,31.673706	东平镇北沿公路2018号(蟠龙公路口)	崇明区	上海市	B0FFF5QYTR	[]	紫海鹭缘浪漫爱情主题公园	上海市	021-51036343;021-59641233	风景名胜;公园广场;公园	110101	121.496119	31.673706	主题公园
460	120.920520,31.036600	金中路与金溪路交叉口西120米	青浦区	上海市	B0FFI5GLI9	[]	金泽镇健康主题公园	上海市	[]	风景名胜;公园广场;公园	110101	120.920520	31.036600	主题公园
461	120.415708,36.158649	君峰路与少山路交叉口东北100米	李沧区	青岛市	B0FFFSDOLY	[]	西山老年主题公园	山东省	[]	风景名胜;公园广场;公园	110101	120.415708	36.158649	主题公园
462	118.844464,34.093326	迎宾大道1189号	沭阳县	宿迁市	B0FFG9XJF2	[]	梦溪健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	118.844464	34.093326	主题公园
463	102.772360,24.703880	映山塘段附近	晋宁区	昆明市	B0FFFS9AT6	[]	知青纪念主题公园	云南省	[]	风景名胜;公园广场;公园	110101	102.772360	24.703880	主题公园
464	114.409157,30.501430	光谷街德意风情街8号楼3楼83010(CGV电影院旁)	洪山区	武汉市	B0FFHCL08J	[]	身临其境VR主题公园	湖北省	15171467787	风景名胜;公园广场;公园	110101	114.409157	30.501430	主题公园
465	114.519591,30.553165	花山收费站西北350米(花山大道东)	洪山区	武汉市	B0FFHQ85LM	[]	花山金港汽车主题公园	湖北省	027-87518290	风景名胜;公园广场;公园	110101	114.519591	30.553165	主题公园
466	115.566668,22.666255	红海湾遮浪镇合港村合港学校附近	城区	汕尾市	B0FFHJZ8G4	[]	消防主题公园	广东省	[]	风景名胜;公园广场;公园	110101	115.566668	22.666255	主题公园
467	120.475037,31.818731	华士镇东华路501号	江阴市	无锡市	B0FFHNF4DF	[]	健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.475037	31.818731	主题公园
468	111.567814,22.781873	兴盛路西150米	罗定市	云浮市	B0FFFVLMEV	[]	附城消防主题公园	广东省	[]	风景名胜;公园广场;公园	110101	111.567814	22.781873	主题公园
469	121.640823,39.171073	大魏家镇后石村世茂御龙海湾内	金州区	大连市	B0FFFEH319	[]	魔幻岛主题公园	辽宁省	13840974533;0411-62669686;18210018138	体育休闲服务;休闲场所;游乐场	080501	121.640823	39.171073	主题公园
470	120.608934,30.486107	庆丰路169号附近	海宁市	嘉兴市	B0FFHEBJ6H	[]	党建主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.608934	30.486107	主题公园
471	120.446386,30.454021	修川路与迎宾路交叉口西50米	海宁市	嘉兴市	B0FFHQUN1W	[]	党建主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.446386	30.454021	主题公园
472	118.411997,35.155579	滨河东路与北外环交汇处	河东区	临沂市	B021B0YZ56	[]	正直汽车主题公园	山东省	0539-2653555	风景名胜;公园广场;公园	110101	118.411997	35.155579	主题公园
473	116.677255,39.875082	九棵树东路68号附近	通州区	北京市	B0FFH16X6R	[]	梨园主题公园-云荷月	北京市	[]	风景名胜;风景名胜;风景名胜	110200	116.677255	39.875082	主题公园
474	103.724560,36.128621	[]	安宁区	兰州市	B0FFHQ0IHJ	[]	兰州安宁滑雪场-安宁越野主题公园	甘肃省	[]	风景名胜;风景名胜相关;旅游景点	110000	103.724560	36.128621	主题公园
475	112.172846,37.909465	金牛大街106号附近	古交市	太原市	B0FFI6T80J	[]	幸福主题公园	山西省	[]	风景名胜;公园广场;公园	110101	112.172846	37.909465	主题公园
476	118.883124,28.931212	荷花中路550号附近	柯城区	衢州市	B023A00TCW	[]	衢州市健康主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	118.883124	28.931212	主题公园
477	112.465399,37.718191	龙山大街	晋源区	太原市	B0FFGXU7M2	[]	山西省体育主题公园	山西省	[]	风景名胜;公园广场;公园	110101	112.465399	37.718191	主题公园
478	110.625268,21.649022	西湖路附近	化州市	茂名市	B029C0P3LG	[]	化州市橘州生态林公园	广东省	[]	风景名胜;公园广场;公园	110101	110.625268	21.649022	主题公园
479	120.476509,36.872367	298省道西150米	莱西市	青岛市	B0FFGZU8QY	[]	世界休闲体育大会主题公园	山东省	[]	风景名胜;公园广场;公园	110101	120.476509	36.872367	主题公园
480	119.570920,31.734407	东环一路与南环二路交叉口西150米	金坛区	常州市	B0FFGLVXG6	[]	金坛城南健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	119.570920	31.734407	主题公园
481	116.318642,39.687493	新源大街与永大路交汇处龙湖北京大兴天街购物中心L3层L3-34	大兴区	北京市	B0FFH6K5QA	[]	奇乐儿主题公园(龙湖北京大兴天街购物中心)	北京市	010-61251671	体育休闲服务;休闲场所;游乐场	080501	116.318642	39.687493	主题公园
482	120.012272,31.622818	百兴路与讲学街交叉口西南200米	武进区	常州市	B0FFH22TSV	[]	礼嘉镇健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.012272	31.622818	主题公园
483	120.807679,31.631446	古里镇青墩塘路常熟东南医院东200米	常熟市	苏州市	B0FFGIQEWX	[]	湖东村健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.807679	31.631446	主题公园
484	105.889833,29.361733	胜利路街道宣花西路63号北	永川区	重庆市	B00178VLGC	[]	东科户外主题公园	重庆市	[]	风景名胜;公园广场;公园	110101	105.889833	29.361733	主题公园
485	102.075908,24.97143	川街世界恐龙谷风景区	禄丰县	楚雄彝族自治州	B036E00F78	[]	中国禄丰侏罗纪恐龙遗址公园	云南省	0878-8985598	风景名胜;风景名胜;国家级景点	110202	102.075908	24.97143	主题公园
486	113.020478,23.261576	乐华路23号附近	三水区	佛山市	B0FFHRQQ1Q	[]	三水区乐平镇反邪教主题公园	广东省	[]	风景名胜;公园广场;公园	110101	113.020478	23.261576	主题公园
487	121.235793,30.169133	上房路63号附近	慈溪市	宁波市	B023E14AF0	[]	浒西社区廉政文化主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	121.235793	30.169133	主题公园
488	116.545233,40.134943	高丽营镇西马各庄欲安路	顺义区	北京市	B0FFHWJFOU	[]	魔界爬行动物主题亲子公园	北京市	18519017909;18910347110	风景名胜;风景名胜;风景名胜	110200	116.545233	40.134943	主题公园
489	116.214090,36.836320	滨湖南路东100米	高唐县	聊城市	B0FFHZY2UZ	[]	双海湖花卉主题公园	山东省	[]	风景名胜;公园广场;公园	110101	116.214090	36.836320	主题公园
490	120.068672,31.476811	中华孝道园内	武进区	常州市	B0FFH0HD1G	[]	常州萤火虫主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.068672	31.476811	主题公园
491	122.122633,37.504723	新威路威高广场C6脑洞社区2层2018-2020	环翠区	威海市	B0FFHBN5LV	[]	身临其境vr主题公园	山东省	0631-5201757	风景名胜;公园广场;公园	110101	122.122633	37.504723	主题公园
492	104.077630,30.612390	科华中路与长荣路交汇处泛悦国际商场3楼	武侯区	成都市	B0FFHEP9HX	[]	奇乐儿主题公园	四川省	[]	风景名胜;风景名胜相关;旅游景点	110000	104.077630	30.612390	主题公园
493	106.824312,39.678253	公园路北端	海勃湾区	乌海市	B0FFGFZU73	[]	健康主题公园	内蒙古自治区	[]	风景名胜;公园广场;公园	110101	106.824312	39.678253	主题公园
494	102.687820,25.060068	虹山东路西150米	五华区	昆明市	B0FFGI0JLY	[]	昆明学府路虹山健身主题公园	云南省	[]	风景名胜;公园广场;公园	110101	102.687820	25.060068	主题公园
495	123.611060,41.645560	王士兰村李相新城(理工大学南侧)	浑南区	沈阳市	B0FFIBTR2R	[]	真人CS主题公园	辽宁省	024-24744200	风景名胜;公园广场;公园	110101	123.611060	41.645560	主题公园
496	114.339620,34.784286	龙亭北路12号	鼓楼区	开封市	B0FFF9LS0J	[]	健康主题公园-开封城墙	河南省	[]	风景名胜;风景名胜;风景名胜	110200	114.339620	34.784286	主题公园
497	113.381953,22.532304	大信南路2号大信·新都汇3层	中山市	中山市	B02F80Q2UG	[]	美加纷儿童主题公园	广东省	[]	体育休闲服务;休闲场所;游乐场	080501	113.381953	22.532304	主题公园
498	104.204432,31.334269	滨河西路三段140号附近	绵竹市	德阳市	B0FFG6O29N	[]	法治文化主题公园	四川省	[]	风景名胜;公园广场;公园	110101	104.204432	31.334269	主题公园
499	118.307424,43.530767	大板镇与林西间处G303国道979标桩处	巴林右旗	赤峰市	B0FFI25SKY	[]	巴林沙漠主题公园	内蒙古自治区	0476-2895129	风景名胜;风景名胜;风景名胜	110200	118.307424	43.530767	主题公园
500	120.144320,33.334880	公安消防大队东侧	盐都区	盐城市	B0FFFF994A	[]	消防文化主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.144320	33.334880	主题公园
501	120.07846,28.655674	缙中路180号	缙云县	丽水市	B0FFGY1XRU	[]	朝晖公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.07846	28.655674	主题公园
502	109.016240,32.700760	大桥北路4号附近	汉滨区	安康市	B0FFH6V4KM	[]	蝴蝶主题公园	陕西省	13319156961	风景名胜;公园广场;公园	110101	109.016240	32.700760	主题公园
503	116.424680,40.556518	珍珠山水人家	延庆区	北京市	B0FFFPUQLR	[]	珠泉喷玉主题公园	北京市	[]	风景名胜;公园广场;公园	110101	116.424680	40.556518	主题公园
504	106.845467,39.681997	狮城大街东段	海勃湾区	乌海市	B01D90LTPJ	[]	青山翰墨园	内蒙古自治区	[]	风景名胜;公园广场;公园	110101	106.845467	39.681997	主题公园
505	121.661735,31.141333	申迪路753号	浦东新区	上海市	B00157AW8O	[]	上海迪士尼度假区	上海市	021-60640075;021-60640079;021-60640076	体育休闲服务;休闲场所;游乐场	080501	121.661735	31.141333	主题公园
506	118.708983,36.886552	文庙街附近	寿光市	潍坊市	B0FFF9JXY2	[]	人口文化主题公园	山东省	[]	风景名胜;公园广场;公园	110101	118.708983	36.886552	主题公园
507	113.125719,25.790345	滨河路附近	苏仙区	郴州市	B0FFIKZKMO	[]	蝶恋谷主题公园	湖南省	15675735555	风景名胜;风景名胜相关;旅游景点	110000	113.125719	25.790345	主题公园
508	121.371460,31.108458	莘谭路与莘西路交叉口北侧	闵行区	上海市	B00156R4X8	[]	法制宣传主题公园	上海市	[]	风景名胜;公园广场;公园	110101	121.371460	31.108458	主题公园
509	112.964051,28.201091	橘子洲北橘洲沙滩公园内	岳麓区	长沙市	B0FFGTA5BV	[]	橘子洲景区-萤火虫主题公园	湖南省	15574899001	风景名胜;风景名胜相关;旅游景点	110000	112.964051	28.201091	主题公园
510	120.441730,36.176339	金水路700号附近	李沧区	青岛市	B0FFFRVC0A	[]	李沧区健康主题公园	山东省	[]	风景名胜;公园广场;公园	110101	120.441730	36.176339	主题公园
511	119.338452,26.090096	东二环泰禾广场东区Mall	晋安区	福州市	B0FFIII8JK	[]	太空向往主题公园(东二环泰禾广场东区Mall)(装修中)	福建省	[]	风景名胜;公园广场;公园	110101	119.338452	26.090096	主题公园
512	124.698106,46.013862	安意路南100米	大同区	大庆市	B01CB01CQG	[]	八井子农业科技主题公园	黑龙江省	[]	风景名胜;公园广场;公园	110101	124.698106	46.013862	主题公园
513	112.479777,37.712903	贞观街与龙天路交叉口南50米	晋源区	太原市	B0FFIAHUA4	[]	健康主题公园	山西省	[]	风景名胜;风景名胜相关;旅游景点	110000	112.479777	37.712903	主题公园
514	114.331971,34.784920	滨河路西段与黄汴河南街交叉口东100米	鼓楼区	开封市	B0FFH8DH72	[]	健康主题公园	河南省	[]	风景名胜;公园广场;公园	110101	114.331971	34.784920	主题公园
515	113.792766,28.299251	浏东公路	浏阳市	长沙市	B0FFGZB14A	[]	中澳蓝鹰国防主题公园	湖南省	18874003999	风景名胜;公园广场;公园	110101	113.792766	28.299251	主题公园
516	119.834924,27.864565	石垟林场	文成县	温州市	B02410YKZD	[]	月老山爱情主题森林公园	浙江省	13777716532	风景名胜;公园广场;公园	110101	119.834924	27.864565	主题公园
517	117.811082,39.157489	汉北路269号天津滨海航母主题公园内	滨海新区	天津市	B0FFG2E4MN	[]	天津泰达航母主题公园-锦鲤池	天津市	[]	风景名胜;风景名胜;风景名胜	110200	117.811082	39.157489	主题公园
518	121.999028,39.082224	金石滩发现王国主题公园内	金州区	大连市	B0FFFPOCOV	[]	发现王国主题公园游娃娃	辽宁省	[]	体育休闲服务;休闲场所;游乐场	080501	121.999028	39.082224	主题公园
519	120.053590,32.164640	文昌东路与文江南路交叉口东100米	泰兴市	泰州市	B020B0P4V8	[]	消防主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.053590	32.164640	主题公园
520	122.991783,41.113874	站前街道青年街45号国美电负一层	铁东区	鞍山市	B019C0P0W4	[]	四隆主题公园	辽宁省	[]	风景名胜;风景名胜相关;旅游景点	110000	122.991783	41.113874	主题公园
521	120.935540,31.747930	望江大道与江南大道交叉口南100米	常熟市	苏州市	B0FFF9N7YP	[]	碧水滨江廉洁文化主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.935540	31.747930	主题公园
522	113.247750,22.670440	民安中路与新华中路交汇处大信新都汇内	中山市	中山市	B02F80QDGM	[]	奇乐儿儿童主题公园	广东省	[]	体育休闲服务;休闲场所;游乐场	080501	113.247750	22.670440	主题公园
523	118.197487,35.567744	[]	蒙阴县	临沂市	B0FFHF98MP	[]	英雄孟良崮主题公园景区	山东省	[]	风景名胜;风景名胜;风景名胜	110200	118.197487	35.567744	主题公园
524	119.583242,31.730257	东环一路与南环二路交叉口西150米	金坛区	常州市	B0FFIBG8YZ	[]	金坛城南健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	119.583242	31.730257	主题公园
525	103.626586,30.642588	白塔湖旅游专线	崇州市	成都市	B0FFI17T9W	[]	原始星球农业主题公园	四川省	028-64473232	风景名胜;公园广场;公园	110101	103.626586	30.642588	主题公园
526	120.919114,30.835245	晋阳西路48号附近	嘉善县	嘉兴市	B0FFHU0UOE	[]	善文化主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.919114	30.835245	主题公园
527	121.882398,29.479651	东谷路与梅溪路交叉口东北50米	象山县	宁波市	B0FFFCV6S6	[]	东谷湖健康主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	121.882398	29.479651	主题公园
528	117.003638,36.648930	经十路20639-1号	市中区	济南市	B0FFF2RATM	[]	交通安全主题公园	山东省	[]	风景名胜;公园广场;公园	110101	117.003638	36.648930	主题公园
529	120.888126,30.940831	南苑路258号西塘古镇景区	嘉善县	嘉兴市	B0FFFVFOOE	[]	西塘古镇景区-五姑娘主题公园	浙江省	18126884945	风景名胜;公园广场;公园	110101	120.888126	30.940831	主题公园
530	109.052835,34.302758	通塬路1680号	灞桥区	西安市	B0FFIKK3YM	[]	浐灞汽车主题公园	陕西省	[]	风景名胜;风景名胜相关;旅游景点	110000	109.052835	34.302758	主题公园
531	112.335152,34.861326	小浪底镇石门村	孟津县	洛阳市	B0FFIBMT3V	[]	石榴主题公园	河南省	[]	风景名胜;风景名胜;风景名胜	110200	112.335152	34.861326	主题公园
532	117.618037,35.895450	平安西路与苑西路交叉口东100米	新泰市	泰安市	B0FFH1W9FA	[]	廉洁文化主题公园	山东省	[]	风景名胜;公园广场;公园	110101	117.618037	35.895450	主题公园
533	118.872967,32.109676	太龙路与尧新大道交叉口西北100米	栖霞区	南京市	B0FFGQ7LU9	[]	尧化健康主题公园	江苏省	[]	风景名胜;公园广场;公园广场	110100	118.872967	32.109676	主题公园
534	120.496652,32.552689	火车站北523	海安县	南通市	B02010VX23	[]	523文化主题公园	江苏省	0513-88769696	风景名胜;公园广场;公园	110101	120.496652	32.552689	主题公园
535	111.021797,35.041434	学苑路与铺安街交叉口北100米	盐湖区	运城市	B0FFHNGQO0	[]	消防主题公园	山西省	[]	风景名胜;公园广场;公园	110101	111.021797	35.041434	主题公园
536	120.643309,27.756940	毓蒙路与高新路交叉口东北50米	瑞安市	温州市	B0FFHLK5VG	[]	平安主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.643309	27.756940	主题公园
537	113.065854,23.484820	山前大道碧桂园假日半岛故乡里	清城区	清远市	B0FFF4YGCL	[]	碧桂园故乡里民俗文化主题公园	广东省	0763-3836675;0763-3836676	风景名胜;风景名胜;国家级景点	110202	113.065854	23.484820	主题公园
538	107.151345,34.356743	公园路206号	渭滨区	宝鸡市	B03950PP00	[]	人民公园-周礼文化主题公园	陕西省	0917-3313076	风景名胜;公园广场;公园	110101	107.151345	34.356743	主题公园
539	81.103690,43.904470	清水湾湿地公园	察布查尔锡伯自治县	伊犁哈萨克自治州	B0FFI5C07L	[]	大美丝路清水湾房车露营主题公园	新疆维吾尔自治区	4007561188	风景名胜;风景名胜;风景名胜	110200	81.103690	43.904470	主题公园
540	120.498213,27.847719	瑞枫线附近	瑞安市	温州市	B02410Z8H4	[]	国策主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.498213	27.847719	主题公园
541	119.260858,33.779817	红日大道	涟水县	淮安市	B02050STPW	[]	红日广场	江苏省	[]	风景名胜;公园广场;城市广场|风景名胜;公园广场;公园	110105|110101	119.260858	33.779817	主题公园
542	120.677610,27.873798	仙竹路与温瑞大道交叉口西南100米	瓯海区	温州市	B0FFGB0VMV	[]	警察文化主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.677610	27.873798	主题公园
543	117.774109,35.906889	顺河东路360号林业局以南顺河东路西侧	新泰市	泰安市	B0FFI5ETKM	[]	平阳河健康教育主题公园	山东省	[]	风景名胜;公园广场;公园	110101	117.774109	35.906889	主题公园
544	119.330550,33.253141	白田中路与白田路交叉口东南100米	宝应县	扬州市	B020217DBZ	[]	健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	119.330550	33.253141	主题公园
545	120.552945,32.394084	[]	如皋市	南通市	B0FFIKUEAJ	[]	健康主题公园(滨河路)	江苏省	[]	风景名胜;公园广场;公园	110101	120.552945	32.394084	主题公园
546	106.604513,23.889903	中山二路40号附近	右江区	百色市	B0FFHK56QK	[]	社会主义核心价值观主题公园	广西壮族自治区	[]	风景名胜;公园广场;公园	110101	106.604513	23.889903	主题公园
547	119.162024,36.702985	高新区市府广场工人文化宫东厅一楼110号	奎文区	潍坊市	B0FFGD0DNU	[]	咔咔电影主题公园	山东省	0536-8097978	风景名胜;风景名胜相关;旅游景点	110000	119.162024	36.702985	主题公园
548	121.425524,38.883962	祥坛路1号	旅顺口区	大连市	B0FFI98PEI	[]	横山北普陀主题文化公园	辽宁省	[]	风景名胜;公园广场;公园	110101	121.425524	38.883962	主题公园
549	120.590511,27.969878	瓯海大道和宁波路交叉口西北角	瓯海区	温州市	B0FFIA5S18	[]	紫薇主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.590511	27.969878	主题公园
550	113.194467,22.220238	斗门大道南45号	斗门区	珠海市	B0FFHHXRWW	[]	119消防宣传主题公园	广东省	[]	风景名胜;风景名胜相关;旅游景点	110000	113.194467	22.220238	主题公园
551	118.699143,32.112156	浦珠北路126号澳林广场B区	浦口区	南京市	B0FFFEZ8VU	[]	奇乐儿儿童主题公园	江苏省	025-58180519;13515123543	体育休闲服务;休闲场所;游乐场	080501	118.699143	32.112156	主题公园
552	126.562823,45.780176	松北大道松花江北岸(太阳岛西侧)	松北区	哈尔滨市	B01C317HZ0	[]	冰雪大世界	黑龙江省	0451-84884263;0451-84884363;0451-58561401	风景名胜;风景名胜;风景名胜	110200	126.562823	45.780176	主题公园
553	115.771019,39.598995	蔡家口村	房山区	北京市	B0FFFADOHI	[]	UPLAND北京云居山地车主题公园	北京市	[]	风景名胜;公园广场;公园	110101	115.771019	39.598995	主题公园
554	121.593075,50.811145	五公里	根河市	呼伦贝尔市	B0FFFAFNX7	[]	根河源国家湿地公园	内蒙古自治区	0470-5292368;13804704826	风景名胜;风景名胜;国家级景点	110202	121.593075	50.811145	主题公园
555	118.507690,37.465549	西三路银座二店三楼西南方(文汇店)	东营区	东营市	B0FFHF70RV	[]	银座儿童主题公园	山东省	[]	风景名胜;风景名胜相关;旅游景点	110000	118.507690	37.465549	主题公园
556	104.159427,30.908330	军屯镇五灵村	新都区	成都市	B0FFHQKDES	[]	樱薇花美主题公园	四川省	[]	风景名胜;公园广场;公园	110101	104.159427	30.908330	主题公园
557	120.446914,33.202516	常新中路与幸福西大街交叉口西150米	大丰区	盐城市	B0FFFW3WCY	[]	金丰廉韵主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	120.446914	33.202516	主题公园
558	111.567673,36.054379	临钢二生活区原自然博物馆	尧都区	临汾市	B0FFI7WRBN	[]	ANS蹦床主题公园	山西省	0357-2380077;13152776727	风景名胜;公园广场;公园	110101	111.567673	36.054379	主题公园
559	119.314161,26.048262	南江滨西大道	仓山区	福州市	B024F0U6AI	[]	中洲岛主题公园	福建省	0591-83294711	风景名胜;公园广场;公园	110101	119.314161	26.048262	主题公园
560	121.140994,28.856351	银泰城3楼(斗牛士旁)	临海市	台州市	B0FFF75VY5	[]	大头王子儿童主题公园	浙江省	0576-89115091;18964800353	风景名胜;风景名胜相关;旅游景点	110000	121.140994	28.856351	主题公园
561	114.120658,22.540729	南湖路3005号边	罗湖区	深圳市	B0FFHP6JDN	[]	南湖街道消防主题公园	广东省	[]	风景名胜;公园广场;公园	110101	114.120658	22.540729	主题公园
562	117.516932,37.486641	环城东路209号	惠民县	滨州市	B0FFFPHZX5	[]	119消防主题公园	山东省	[]	风景名胜;公园广场;公园	110101	117.516932	37.486641	主题公园
563	117.630764,24.108660	道周北路与龙湖大道交叉口东100米	漳浦县	漳州市	B0FFIJ990R	[]	漳浦税收主题公园	福建省	[]	风景名胜;公园广场;公园	110101	117.630764	24.108660	主题公园
564	113.065982,36.051162	迎宾东街523号附近	长治县	长治市	B0FFHE5DZK	[]	交通安全主题公园	山西省	[]	风景名胜;公园广场;公园	110101	113.065982	36.051162	主题公园
565	119.889970,33.679010	沟墩镇	阜宁县	盐城市	B0FFH1SVUS	[]	沟墩镇健康主题公园	江苏省	[]	风景名胜;公园广场;城市广场	110105	119.889970	33.679010	主题公园
566	113.471626,23.099078	文元庙边街与文元路交叉口东50米	黄埔区	广州市	B0FFI9CUUQ	[]	119文园消防安全主题公园	广东省	[]	风景名胜;风景名胜相关;旅游景点	110000	113.471626	23.099078	主题公园
567	116.619633,40.370327	红螺路东50米	怀柔区	北京市	B0FFH70TP6	[]	福彩文化主题公园	北京市	[]	风景名胜;公园广场;公园	110101	116.619633	40.370327	主题公园
568	119.125418,34.832918	华中路与河滨北路交叉口东50米	赣榆区	连云港市	B0FFHX2OG1	[]	劳模风彩主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	119.125418	34.832918	主题公园
569	116.263565,39.693470	黄良路与黄良路北巷交叉口东50米	大兴区	北京市	B0FFHB825R	[]	红色主题公园	北京市	[]	风景名胜;风景名胜相关;旅游景点	110000	116.263565	39.693470	主题公园
570	108.641567,21.973822	滨江北路东50米	钦北区	钦州市	B0FFHVM6GY	[]	进喜园-健康主题公园	广西壮族自治区	[]	风景名胜;公园广场;公园	110101	108.641567	21.973822	主题公园
571	117.811992,39.157952	汉北路269号天津滨海航母主题公园内	滨海新区	天津市	B0FFFPUF0X	[]	天津泰达航母主题公园-声呐广场	天津市	[]	风景名胜;公园广场;城市广场	110105	117.811992	39.157952	主题公园
572	113.084234,22.558924	礼乐一路26-102号附近	江海区	江门市	B0FFHKJ5DE	[]	消防主题公园	广东省	[]	风景名胜;公园广场;公园	110101	113.084234	22.558924	主题公园
573	114.562757,38.065804	[]	长安区	石家庄市	B0FFIMXT1X	[]	铁路主题公园	河北省	[]	风景名胜;风景名胜;风景名胜	110200	114.562757	38.065804	主题公园
574	105.099810,37.538935	[]	沙坡头区	中卫市	B0FFFDZ1M3	[]	薰衣草主题公园	宁夏回族自治区	[]	风景名胜;风景名胜相关;旅游景点	110000	105.099810	37.538935	主题公园
575	119.613202,26.028471	汶上村	长乐市	福州市	B0FFHOEVOV	[]	百榕街榕树主题公园	福建省	[]	风景名胜;公园广场;公园	110101	119.613202	26.028471	主题公园
576	120.784421,27.841709	天河街道新河村河东路54弄43号6楼	龙湾区	温州市	B0FFG9ZXI8	[]	天河街道计生主题公园	浙江省	[]	风景名胜;公园广场;公园	110101	120.784421	27.841709	主题公园
577	112.551437,37.871238	新建路与桃园二巷交叉口东南50米	杏花岭区	太原市	B0FFGSIFP5	[]	交通安全宣传主题公园	山西省	[]	风景名胜;风景名胜相关;旅游景点	110000	112.551437	37.871238	主题公园
578	114.489660,30.501394	东湖高新光谷四路九峰森林动物园内	洪山区	武汉市	B0FFHFAG1F	[]	九峰国家森林公园-萤火虫主题公园	湖北省	4000848919	风景名胜;公园广场;公园	110101	114.489660	30.501394	主题公园
579	109.682969,38.387314	[]	榆阳区	榆林市	B03900N3QW	[]	沙漠汽车主题公园	陕西省	[]	风景名胜;公园广场;公园	110101	109.682969	38.387314	主题公园
580	123.015465,41.084026	湖南街与莘英路交叉口湖南公园	铁东区	鞍山市	B0FFGH912D	[]	湖南公园-廉政文化主题公园	辽宁省	[]	风景名胜;风景名胜相关;旅游景点	110000	123.015465	41.084026	主题公园
581	119.594940,32.751070	飞达大道与飞龙商业街交叉口东200米	高邮市	扬州市	B0FFFRWVUP	[]	健康主题公园	江苏省	[]	风景名胜;公园广场;公园	110101	119.594940	32.751070	主题公园
582	108.158110,29.286358	插旗街49-2号	彭水苗族土家族自治县	重庆市	B0FFF3PAXY	[]	插旗山法治主题公园	重庆市	[]	风景名胜;公园广场;公园	110101	108.158110	29.286358	主题公园
583	114.309319,30.608917	中山大道1511号壹方购物中心四楼	江岸区	武汉市	B0FFHLVUIN	[]	动物主题公园	湖北省	[]	风景名胜;公园广场;公园	110101	114.309319	30.608917	主题公园
584	118.487547,26.284615	[]	尤溪县	三明市	B0FFHMNNJH	[]	福建农林大主题公园	福建省	[]	风景名胜;公园广场;公园	110101	118.487547	26.284615	主题公园
585	117.732974,34.562249	金光路114号附近	台儿庄区	枣庄市	B0FFHQL9UO	[]	消防主题公园	山东省	[]	风景名胜;公园广场;公园	110101	117.732974	34.562249	主题公园
586	123.643266,41.650090	浑南区李老线	浑南区	沈阳市	B0FFHDF1CL	[]	花千谷农业主题公园	辽宁省	[]	风景名胜;公园广场;公园	110101	123.643266	41.650090	主题公园
587	125.327440,43.895610	新发路218号	南关区	长春市	B01AF12TC6	[]	动画城主题公园	吉林省	[]	风景名胜;公园广场;公园	110101	125.327440	43.895610	主题公园
588	107.172256,34.359623	陈仓园创业孵化商城后厅	金台区	宝鸡市	B0FFF74WJN	[]	八爪鱼儿童主题公园	陕西省	[]	风景名胜;风景名胜相关;旅游景点	110000	107.172256	34.359623	主题公园
